account_id,customer_id,account_type,open_date,interest_rate,credit_limit,current_balance
200108,100065,savings,2023-06-08 20:02:22.885651,,,6786.71
200109,100066,credit_card,2023-03-26 20:02:22.886028,16.67,5000.0,3456.44
200110,100067,credit_card,2020-02-08 20:02:22.886433,21.58,10000.0,8937.76
200111,100068,credit_card,2025-06-02 20:02:22.886872,20.91,30000.0,7776.84
200112,100069,credit_card,2018-12-10 20:02:22.887342,17.4,20000.0,8480.26
200113,100070,credit_card,2019-02-12 20:02:22.887791,17.89,20000.0,14322.39
200114,100071,credit_card,2018-11-09 20:02:22.888188,19.95,5000.0,2476.87
200115,100072,loan,2020-08-17 20:02:22.888580,7.63,20000.0,15137.12
200116,100073,credit_card,2022-09-30 20:02:22.888982,20.59,30000.0,6594.43
200117,100073,savings,2019-07-22 20:02:22.889208,,,30003.32
200118,100074,savings,2022-11-12 20:02:22.889684,,,31822.41
200119,100074,savings,2022-12-31 20:02:22.890656,,,14167.07
200120,100075,savings,2019-07-15 20:02:22.891146,,,6930.83
200121,100075,savings,2019-04-20 20:02:22.891287,,,21787.87
200122,100076,loan,2019-11-09 20:02:22.891730,6.83,20000.0,12822.22
200123,100077,savings,2020-05-03 20:02:22.892165,,,29991.39
200124,100077,savings,2023-10-11 20:02:22.892302,,,28861.39
200125,100078,credit_card,2025-09-13 20:02:22.892743,17.27,20000.0,10937.16
200126,100079,credit_card,2020-11-29 20:02:22.893233,15.18,20000.0,4115.21
200127,100080,credit_card,2022-08-12 20:02:22.893692,16.21,5000.0,2224.67
200128,100080,loan,2024-11-12 20:02:22.893978,6.86,50000.0,47252.09
200129,100081,savings,2024-03-27 20:02:22.894525,,,47218.9
200130,100082,credit_card,2020-11-08 20:02:22.895057,21.11,5000.0,3913.07
200131,100083,loan,2018-12-20 20:02:22.895507,8.97,50000.0,41684.11
200132,100083,savings,2021-09-15 20:02:22.895667,,,36769.21
200133,100084,savings,2024-10-14 20:02:22.896122,,,2726.93
200134,100084,credit_card,2025-06-26 20:02:22.896352,18.83,10000.0,4345.77
200135,100085,savings,2019-04-05 20:02:22.896706,,,8919.9
200136,100085,credit_card,2025-08-04 20:02:22.896920,15.45,10000.0,7414.12
200137,100085,savings,2023-06-11 20:02:22.897070,,,36467.85
200138,100086,credit_card,2023-11-30 20:02:22.897490,19.32,20000.0,6011.5
200139,100087,savings,2022-06-30 20:02:22.898464,,,48869.91
200140,100087,credit_card,2019-04-26 20:02:22.898969,16.64,5000.0,4316.0
200141,100088,credit_card,2024-09-02 20:02:22.899714,21.32,20000.0,12246.51
200142,100088,credit_card,2023-05-30 20:02:22.900031,16.4,10000.0,4893.78
200143,100089,loan,2024-02-23 20:02:22.900554,11.79,20000.0,12563.62
200144,100090,savings,2022-09-10 20:02:22.900934,,,40576.22
200145,100090,savings,2021-06-12 20:02:22.901076,,,8947.21
200146,100091,savings,2018-02-08 20:02:22.901560,,,24840.66
200147,100091,credit_card,2018-04-17 20:02:22.901817,20.55,20000.0,4936.68
200148,100091,savings,2022-06-26 20:02:22.902021,,,46149.23
200149,100092,credit_card,2018-12-23 20:02:22.902492,17.03,5000.0,2285.5
200150,100093,savings,2018-03-24 20:02:22.902894,,,31722.0
200151,100093,credit_card,2019-05-03 20:02:22.903138,15.77,5000.0,3261.25
200152,100094,credit_card,2022-05-25 20:02:22.904333,21.6,5000.0,2457.33
200153,100094,loan,2019-12-31 20:02:22.904654,10.38,50000.0,39118.84
200154,100095,savings,2018-08-10 20:02:22.905268,,,43766.77
200155,100096,savings,2024-11-24 20:02:22.905669,,,39916.91
200156,100096,credit_card,2021-07-16 20:02:22.905923,19.52,5000.0,2565.51
200157,100096,loan,2023-04-13 20:02:22.906198,6.6,20000.0,16490.87
200158,100097,credit_card,2025-03-04 20:02:22.906832,19.92,5000.0,1919.42
200159,100098,loan,2023-08-19 20:02:22.907509,6.47,20000.0,12563.99
200160,100098,savings,2024-03-14 20:02:22.907706,,,47984.04
200161,100098,credit_card,2022-10-04 20:02:22.907988,21.83,5000.0,3464.8
200162,100099,savings,2023-09-26 20:02:22.908506,,,27834.17
200163,100099,credit_card,2018-01-28 20:02:22.908809,15.47,20000.0,13689.47
200164,100100,loan,2019-12-10 20:02:22.909464,10.16,100000.0,60389.25
200165,100100,loan,2022-11-09 20:02:22.909767,11.74,100000.0,65455.99
200166,100100,loan,2023-12-08 20:02:22.910050,8.97,100000.0,58813.33
200167,100101,credit_card,2020-07-10 20:02:22.910591,16.0,10000.0,8008.46
200168,100102,credit_card,2019-12-15 20:02:22.911099,19.08,30000.0,18051.45
200169,100102,credit_card,2018-10-13 20:02:22.911438,17.21,20000.0,15836.89
200170,100103,credit_card,2023-02-10 20:02:22.911968,18.44,20000.0,16422.12
200171,100103,savings,2025-04-28 20:02:22.912141,,,12054.52
200172,100104,loan,2022-08-29 20:02:22.912597,10.03,100000.0,88184.66
200173,100104,savings,2018-02-12 20:02:22.912766,,,8461.15
200174,100105,credit_card,2019-01-09 20:02:22.913259,17.9,10000.0,8024.02
200175,100105,savings,2024-12-21 20:02:22.913434,,,46591.24
200176,100106,loan,2021-10-23 20:02:22.913889,6.9,20000.0,12287.99
200177,100106,savings,2019-04-06 20:02:22.914050,,,39897.69
200178,100106,credit_card,2022-03-06 20:02:22.914838,21.51,30000.0,24761.74
200179,100107,savings,2018-06-19 20:02:22.915815,,,10708.41
200180,100108,savings,2023-04-04 20:02:22.916352,,,32110.86
200181,100108,credit_card,2020-02-02 20:02:22.916600,21.71,30000.0,22975.65
200182,100108,savings,2023-05-04 20:02:22.916761,,,48097.96
200183,100109,savings,2024-02-17 20:02:22.917120,,,31541.88
200184,100109,credit_card,2021-07-28 20:02:22.917357,19.43,5000.0,2408.67
200185,100110,credit_card,2018-10-23 20:02:22.917831,19.75,10000.0,5244.08
200186,100111,credit_card,2019-04-18 20:02:22.918333,18.11,5000.0,1428.55
200187,100111,savings,2025-09-10 20:02:22.918492,,,44210.51
200188,100112,credit_card,2020-08-17 20:02:22.918924,18.71,5000.0,4101.71
200189,100113,loan,2022-10-02 20:02:22.919343,9.16,50000.0,25727.77
200190,100114,credit_card,2025-01-24 20:02:22.919752,18.35,5000.0,1792.54
200191,100114,savings,2018-09-18 20:02:22.919898,,,16499.85
200192,100115,credit_card,2023-09-19 20:02:22.920322,16.04,10000.0,7166.98
200193,100115,credit_card,2018-07-15 20:02:22.920553,15.04,20000.0,8920.77
200194,100116,loan,2025-03-08 20:02:22.920961,11.47,50000.0,33108.65
200195,100116,credit_card,2025-05-21 20:02:22.921172,20.18,10000.0,6053.07
200196,100117,credit_card,2021-05-19 20:02:22.921555,21.1,20000.0,7388.9
200197,100117,savings,2022-02-21 20:02:22.921693,,,28577.38
200198,100117,loan,2022-09-19 20:02:22.921884,10.59,20000.0,14333.04
200199,100118,savings,2018-10-26 20:02:22.922219,,,42522.88
200200,100119,savings,2023-05-07 20:02:22.922509,,,6137.88
200201,100119,savings,2022-10-30 20:02:22.922628,,,2832.07
200202,100120,credit_card,2025-10-21 20:02:22.923019,15.79,20000.0,13230.1
200203,100120,credit_card,2025-06-20 20:02:22.923233,20.72,10000.0,4132.26
200204,100121,credit_card,2023-10-02 20:02:22.923705,16.91,30000.0,6352.51
200205,100121,savings,2019-07-05 20:02:22.923846,,,45297.86
200206,100122,savings,2020-06-01 20:02:22.924174,,,3181.46
200207,100123,savings,2025-07-23 20:02:22.924480,,,27561.95
200208,100123,savings,2020-10-09 20:02:22.924609,,,38747.11
200209,100124,savings,2018-07-30 20:02:22.924903,,,30706.71
200210,100124,credit_card,2023-12-31 20:02:22.925102,17.25,5000.0,3083.84
200211,100125,savings,2022-04-29 20:02:22.925405,,,32044.43
200212,100125,loan,2025-11-28 20:02:22.925600,10.54,50000.0,27993.46
200213,100125,savings,2024-10-05 20:02:22.925738,,,35542.85
200214,100126,credit_card,2024-04-10 20:02:22.926253,15.24,5000.0,1093.75
200215,100127,credit_card,2021-05-04 20:02:22.926676,17.15,10000.0,8895.04
200216,100127,credit_card,2021-07-12 20:02:22.926887,18.0,10000.0,2315.68
200217,100128,savings,2024-06-18 20:02:22.927268,,,21275.2
200218,100129,credit_card,2023-09-13 20:02:22.927654,17.34,20000.0,7759.92
200219,100130,savings,2025-11-10 20:02:22.928704,,,29486.77
200220,100130,credit_card,2025-10-02 20:02:22.929025,17.03,5000.0,2647.66
200221,100130,savings,2024-04-18 20:02:22.929188,,,9043.72
200222,100131,credit_card,2019-01-22 20:02:22.929694,15.74,30000.0,11916.08
200223,100132,savings,2019-05-01 20:02:22.930049,,,36246.51
200224,100132,credit_card,2018-01-08 20:02:22.930296,15.35,10000.0,6349.78
200225,100133,loan,2025-11-29 20:02:22.930718,8.0,50000.0,44419.39
200226,100133,credit_card,2019-01-09 20:02:22.930954,15.72,20000.0,10951.01
200227,100134,loan,2018-04-11 20:02:22.932209,6.45,50000.0,45108.68
200228,100134,credit_card,2023-12-08 20:02:22.932508,19.98,5000.0,1817.59
200229,100134,savings,2022-03-02 20:02:22.932682,,,2372.71
200230,100135,credit_card,2020-03-04 20:02:22.933214,16.84,10000.0,3711.44
200231,100136,savings,2021-12-16 20:02:22.933577,,,27279.78
200232,100137,credit_card,2023-11-28 20:02:22.933974,16.86,20000.0,13514.57
200233,100137,loan,2018-03-22 20:02:22.934194,7.58,20000.0,10475.68
200234,100138,savings,2023-12-23 20:02:22.934567,,,25615.82
200235,100139,credit_card,2022-12-12 20:02:22.934946,19.3,20000.0,4117.81
200236,100139,credit_card,2023-01-13 20:02:22.935160,21.34,5000.0,3284.54
200237,100140,loan,2021-11-18 20:02:22.935595,7.03,100000.0,92656.49
200238,100140,credit_card,2022-09-03 20:02:22.935807,18.01,5000.0,1350.95
200239,100141,credit_card,2021-01-07 20:02:22.936197,21.34,30000.0,20810.31
200240,100141,credit_card,2024-04-02 20:02:22.936422,17.23,10000.0,6149.88
200241,100141,credit_card,2019-09-07 20:02:22.936635,16.85,20000.0,9176.13
200242,100142,credit_card,2025-04-04 20:02:22.937061,18.58,5000.0,3628.6
200243,100143,credit_card,2021-12-18 20:02:22.937498,16.5,20000.0,8841.99
200244,100143,credit_card,2021-09-30 20:02:22.937726,19.2,5000.0,2378.2
200245,100143,savings,2018-06-24 20:02:22.937860,,,17496.16
200246,100144,savings,2022-06-26 20:02:22.938157,,,28342.26
200247,100144,loan,2019-06-27 20:02:22.938352,8.19,50000.0,23629.4
200248,100144,loan,2018-09-29 20:02:22.938565,6.38,100000.0,99768.02
200249,100145,savings,2021-06-23 20:02:22.938885,,,11677.11
200250,100145,credit_card,2024-09-04 20:02:22.939080,20.6,20000.0,15234.84
200251,100145,credit_card,2018-02-05 20:02:22.939318,19.84,5000.0,1222.72
200252,100146,savings,2022-12-07 20:02:22.939651,,,20101.69
200253,100147,loan,2023-10-24 20:02:22.940017,8.77,100000.0,75631.13
200254,100148,savings,2018-05-18 20:02:22.940320,,,24643.99
200255,100148,savings,2020-03-24 20:02:22.940438,,,11909.35
200256,100149,savings,2024-08-27 20:02:22.940720,,,23771.16
200257,100149,savings,2022-10-13 20:02:22.940838,,,4515.08
200258,100150,loan,2023-09-08 20:02:22.941195,8.52,100000.0,87764.03
200259,100151,credit_card,2021-07-06 20:02:22.941625,17.33,30000.0,23011.71
200260,100151,credit_card,2023-07-02 20:02:22.941835,17.61,30000.0,20526.61
200261,100152,savings,2021-06-08 20:02:22.942209,,,13088.94
200262,100153,savings,2020-12-30 20:02:22.942526,,,44883.41
200263,100153,savings,2021-07-30 20:02:22.942654,,,13394.72
200264,100154,credit_card,2025-10-07 20:02:22.943017,20.96,30000.0,13382.92
200265,100154,loan,2020-03-16 20:02:22.943254,8.38,100000.0,82408.32
200266,100155,savings,2020-07-01 20:02:22.943565,,,41876.33
200267,100155,credit_card,2021-03-11 20:02:22.943763,17.51,5000.0,2943.21
200268,100156,loan,2023-11-28 20:02:22.944155,11.67,100000.0,56336.99
200269,100157,loan,2020-01-20 20:02:22.944537,10.67,20000.0,12548.13
200270,100157,savings,2019-02-25 20:02:22.944675,,,19110.02
200271,100158,savings,2019-02-28 20:02:22.944958,,,42919.98
200272,100159,savings,2019-11-19 20:02:22.945239,,,7806.52
200273,100159,credit_card,2022-04-08 20:02:22.945462,15.97,30000.0,22777.58
200274,100160,savings,2019-06-02 20:02:22.945765,,,49509.92
200275,100161,loan,2019-02-02 20:02:22.946123,9.12,50000.0,29415.65
200276,100162,loan,2018-07-17 20:02:22.946498,7.99,50000.0,28318.24
200277,100163,loan,2020-12-22 20:02:22.946874,6.83,20000.0,14803.15
200278,100163,loan,2018-10-24 20:02:22.948083,7.58,50000.0,32610.9
200279,100164,savings,2019-07-24 20:02:22.948820,,,12481.66
200280,100164,credit_card,2023-10-29 20:02:22.949080,18.29,5000.0,1335.05
200281,100164,credit_card,2023-11-05 20:02:22.949316,21.78,30000.0,20885.74
200282,100165,credit_card,2025-10-19 20:02:22.949885,17.12,10000.0,8488.25
200283,100166,credit_card,2023-06-25 20:02:22.950380,19.25,20000.0,15689.47
200284,100166,savings,2025-08-28 20:02:22.950963,,,32452.53
200285,100167,savings,2018-12-25 20:02:22.951415,,,28111.45
200286,100167,credit_card,2023-11-23 20:02:22.951646,19.83,5000.0,3002.89
200287,100168,credit_card,2020-07-29 20:02:22.952098,21.02,5000.0,4459.5
200288,100168,credit_card,2021-08-04 20:02:22.952324,21.46,5000.0,1916.99
200289,100169,savings,2022-03-14 20:02:22.952700,,,29413.98
200290,100169,credit_card,2025-01-23 20:02:22.952904,16.89,10000.0,6261.77
200291,100169,loan,2022-12-16 20:02:22.953117,11.3,20000.0,10021.23
200292,100170,credit_card,2020-01-24 20:02:22.953517,17.16,10000.0,4129.56
200293,100170,credit_card,2021-07-29 20:02:22.953728,21.37,10000.0,2103.79
200294,100170,credit_card,2018-10-27 20:02:22.953933,21.88,5000.0,4304.59
200295,100171,credit_card,2019-01-11 20:02:22.954324,18.04,5000.0,4356.62
200296,100172,savings,2023-10-06 20:02:22.954668,,,25638.63
200297,100172,credit_card,2024-01-30 20:02:22.954865,20.43,20000.0,15390.3
200298,100173,credit_card,2023-10-02 20:02:22.955251,15.27,30000.0,16803.55
200299,100173,savings,2019-07-02 20:02:22.955386,,,9854.75
200300,100174,loan,2021-03-28 20:02:22.955751,7.72,100000.0,80712.51
200301,100175,credit_card,2021-07-21 20:02:22.956149,15.46,20000.0,13152.58
200302,100175,credit_card,2022-11-14 20:02:22.956360,15.55,5000.0,2300.82
200303,100176,savings,2020-12-30 20:02:22.956695,,,41535.83
200304,100176,credit_card,2023-09-06 20:02:22.956896,17.99,30000.0,16117.8
200305,100176,savings,2024-01-25 20:02:22.957031,,,7677.79
200306,100177,savings,2020-05-03 20:02:22.957411,,,7253.14
200307,100177,credit_card,2018-05-20 20:02:22.957628,18.7,5000.0,4379.15
200308,100178,savings,2018-12-13 20:02:22.957953,,,41129.94
200309,100178,loan,2022-08-01 20:02:22.958196,8.71,20000.0,15638.49
200310,100178,credit_card,2019-05-08 20:02:22.958436,18.74,30000.0,18741.14
200311,100179,credit_card,2018-10-19 20:02:22.958891,21.27,20000.0,15656.2
200312,100179,savings,2017-12-15 20:02:22.959028,,,20474.09
200313,100180,credit_card,2023-06-02 20:02:22.959397,17.8,10000.0,8687.34
200314,100181,savings,2019-09-10 20:02:22.959702,,,46623.3
200315,100181,savings,2024-06-27 20:02:22.959828,,,47772.13
200316,100181,savings,2021-03-16 20:02:22.959942,,,30186.17
200317,100182,savings,2025-07-30 20:02:22.960228,,,32291.24
200318,100183,credit_card,2020-09-03 20:02:22.960619,19.65,30000.0,23434.94
200319,100184,savings,2025-03-23 20:02:22.960929,,,46395.28
200320,100185,savings,2020-04-14 20:02:22.961225,,,21369.27
200321,100185,savings,2023-07-15 20:02:22.961344,,,25287.18
200322,100186,savings,2025-03-12 20:02:22.961625,,,4737.72
200323,100187,credit_card,2021-04-09 20:02:22.961980,19.6,20000.0,5571.72
200324,100187,credit_card,2023-09-11 20:02:22.962188,17.01,5000.0,4335.31
200325,100188,savings,2023-09-05 20:02:22.962486,,,28833.33
200326,100188,credit_card,2023-11-06 20:02:22.963196,20.96,30000.0,10028.51
200327,100189,loan,2023-02-28 20:02:22.963784,6.3,20000.0,14353.05
200328,100190,credit_card,2025-10-23 20:02:22.964239,16.08,30000.0,16693.5
200329,100190,savings,2020-01-22 20:02:22.964385,,,19144.44
200330,100191,credit_card,2021-08-17 20:02:22.965325,19.28,30000.0,11642.23
200331,100191,credit_card,2021-10-26 20:02:22.965647,16.7,10000.0,7188.07
200332,100192,credit_card,2024-08-19 20:02:22.966164,18.13,30000.0,21470.22
200333,100192,savings,2025-06-27 20:02:22.966354,,,38985.23
200334,100193,credit_card,2023-09-25 20:02:22.966770,21.55,5000.0,3466.46
200335,100193,savings,2022-12-30 20:02:22.966917,,,10927.76
200336,100194,savings,2023-02-17 20:02:22.967221,,,27857.97
200337,100194,loan,2018-10-08 20:02:22.967421,9.8,50000.0,28337.17
200338,100195,loan,2018-10-14 20:02:22.967816,8.12,50000.0,21438.05
200339,100195,credit_card,2020-10-26 20:02:22.968026,21.17,20000.0,17193.25
200340,100196,savings,2022-02-21 20:02:22.968356,,,10019.11
200341,100197,credit_card,2018-02-01 20:02:22.968726,21.58,10000.0,2736.77
200342,100197,credit_card,2022-11-02 20:02:22.968997,20.33,30000.0,12927.67
200343,100198,savings,2024-04-03 20:02:22.969366,,,14802.57
200344,100198,credit_card,2025-04-27 20:02:22.969568,15.67,30000.0,14835.21
200345,100198,credit_card,2024-06-16 20:02:22.969777,15.88,20000.0,8197.92
200346,100199,credit_card,2019-09-28 20:02:22.970170,19.65,10000.0,4838.14
200347,100200,loan,2024-03-21 20:02:22.970549,11.17,100000.0,52366.27
200348,100200,credit_card,2022-02-01 20:02:22.970756,18.66,5000.0,1882.57
200349,100201,credit_card,2024-06-03 20:02:22.971133,15.77,20000.0,17799.84
200350,100201,savings,2025-01-03 20:02:22.971297,,,40698.28
200351,100202,savings,2019-03-16 20:02:22.971592,,,45596.81
200352,100202,credit_card,2024-08-04 20:02:22.971784,16.63,10000.0,8149.74
200353,100202,savings,2020-09-21 20:02:22.971919,,,21212.85
200354,100203,savings,2023-08-29 20:02:22.972212,,,35349.53
200355,100204,loan,2017-12-15 20:02:22.972571,6.25,50000.0,49849.98
200356,100205,credit_card,2021-10-24 20:02:22.972966,18.94,30000.0,9126.02
200357,100205,savings,2020-08-07 20:02:22.973102,,,23816.36
200358,100206,savings,2025-05-18 20:02:22.973535,,,18879.33
200359,100207,credit_card,2024-01-29 20:02:22.973918,15.67,10000.0,6305.97
200360,100207,savings,2018-09-06 20:02:22.974054,,,24510.34
200361,100208,savings,2021-12-27 20:02:22.974339,,,48266.74
200362,100209,credit_card,2023-07-24 20:02:22.974699,20.12,10000.0,8099.15
200363,100210,savings,2025-09-21 20:02:22.975004,,,37832.98
200364,100211,savings,2025-11-18 20:02:22.975313,,,5375.06
200365,100212,loan,2018-01-10 20:02:22.975680,6.16,100000.0,95182.85
200366,100212,credit_card,2021-12-02 20:02:22.975894,18.24,20000.0,17064.56
200367,100213,savings,2022-12-11 20:02:22.976196,,,37463.29
200368,100213,savings,2018-08-22 20:02:22.976313,,,49944.51
200369,100213,credit_card,2019-04-14 20:02:22.976499,17.01,20000.0,8658.74
200370,100214,credit_card,2020-09-20 20:02:22.976875,19.66,20000.0,17388.96
200371,100215,loan,2020-12-31 20:02:22.977263,10.3,100000.0,68131.13
200372,100216,credit_card,2022-01-02 20:02:22.977676,21.02,10000.0,8412.9
200373,100216,savings,2021-09-06 20:02:22.977811,,,17486.05
200374,100216,loan,2025-09-10 20:02:22.977998,10.83,100000.0,82150.48
200375,100217,credit_card,2024-03-28 20:02:22.978608,17.63,5000.0,1256.47
