customer_id,age,gender,region,employment_status,income,customer_since,credit_score
100069,54,Female,Ontarion,Salaried,95124.0,2017-04-05 17:11:38.082978,729.0
100070,54,Male,Alberta,Salaried,82699.0,2016-09-17 17:11:38.082998,670.0
100071,35,Male,British Columbia,Self-Employed,101828.0,2024-05-29 17:11:38.083019,764.0
100072,64,Male,Ontarion,Self-Employed,36624.0,2023-02-12 17:11:38.083040,645.0
100073,33,Female,Ontarion,Self-Employed,102182.0,2018-04-26 17:11:38.083060,730.0
100074,64,Female,British Columbia,Salaried,59395.0,2023-01-22 17:11:38.083081,653.0
100075,27,Female,Quebec,Salaried,25000.0,2017-03-23 17:11:38.083102,599.0
100076,33,Male,British Columbia,Salaried,66830.0,2018-04-12 17:11:38.083122,606.0
100077,52,Male,Ontarion,Salaried,54027.0,2023-04-16 17:11:38.083143,585.0
100078,33,Female,British Columbia,Salaried,70898.0,2023-04-17 17:11:38.083169,676.0
100079,31,Female,Ontarion,Salaried,37002.0,2018-04-23 17:11:38.083191,608.0
100080,61,Female,Quebec,Salaried,71920.0,2017-06-19 17:11:38.083212,675.0
100081,48,Male,Alberta,Salaried,60627.0,2020-04-11 17:11:38.083232,607.0
100082,28,Female,British Columbia,Salaried,124698.0,2020-01-04 17:11:38.083253,783.0
100083,57,Female,Ontarion,Self-Employed,79345.0,2020-11-05 17:11:38.083274,663.0
100084,54,Female,Alberta,Salaried,80706.0,2018-12-06 17:11:38.083295,682.0
100085,48,Male,Ontarion,Self-Employed,69297.0,2024-03-10 17:11:38.083315,639.0
100086,29,Female,British Columbia,Salaried,106188.0,2019-02-15 17:11:38.083336,719.0
100087,26,Male,Quebec,Salaried,87132.0,2017-12-24 17:11:38.083357,752.0
100088,29,Female,Ontarion,Salaried,112828.0,2016-02-26 17:11:38.083377,754.0
100089,61,Male,Ontarion,Salaried,101357.0,2022-03-13 17:11:38.083398,685.0
100090,42,Female,Ontarion,Salaried,65370.0,2019-11-28 17:11:38.083419,618.0
100091,45,Female,Alberta,Self-Employed,93239.0,2020-07-25 17:11:38.083439,701.0
100092,28,Male,Alberta,Salaried,95353.0,2018-12-02 17:11:38.083460,683.0
100093,40,Female,Quebec,Salaried,98618.0,2020-01-12 17:11:38.083481,678.0
100094,52,Female,Ontarion,Salaried,85035.0,2024-12-09 17:11:38.083504,737.0
100095,57,Female,Alberta,Salaried,41412.0,2019-10-22 17:11:38.083526,553.0
100096,48,Female,Quebec,Salaried,74270.0,2020-04-30 17:11:38.083547,683.0
100097,50,Male,Quebec,Salaried,77778.0,2016-02-29 17:11:38.083567,725.0
100098,44,Male,Quebec,Salaried,76775.0,2016-04-15 17:11:38.083588,630.0
100099,41,Male,Ontarion,Salaried,103685.0,2023-12-24 17:11:38.083609,693.0
100100,27,Male,Quebec,Salaried,58919.0,2024-09-30 17:11:38.083630,629.0
100101,33,Male,Quebec,Salaried,78402.0,2017-07-20 17:11:38.083651,716.0
100102,33,Male,Quebec,Salaried,73260.0,2021-11-02 17:11:38.083671,659.0
100103,24,Male,Alberta,Salaried,92088.0,2023-12-14 17:11:38.083692,750.0
100104,63,Male,Ontarion,Self-Employed,120254.0,2019-10-20 17:11:38.083713,756.0
100105,60,Female,Quebec,Salaried,90563.0,2016-08-29 17:11:38.083734,675.0
100106,56,Female,Ontarion,Salaried,88906.0,2024-07-25 17:11:38.084139,650.0
100107,40,Male,British Columbia,Salaried,49504.0,2019-10-25 17:11:38.084283,594.0
100108,25,Male,Ontarion,Self-Employed,36410.0,2021-01-27 17:11:38.084322,624.0
100109,52,Male,Ontarion,Self-Employed,81393.0,2022-06-05 17:11:38.084347,749.0
100110,63,Female,British Columbia,Salaried,70337.0,2023-02-24 17:11:38.084505,641.0
100111,59,Male,Ontarion,Salaried,86508.0,2022-04-09 17:11:38.084578,661.0
100112,54,Male,British Columbia,Salaried,59677.0,2021-11-02 17:11:38.084609,659.0
100113,27,Male,Alberta,Salaried,110073.0,2024-07-31 17:11:38.084634,709.0
100114,29,Male,Quebec,Salaried,45096.0,2018-04-26 17:11:38.084659,604.0
100115,49,Female,Ontarion,Salaried,70100.0,2022-10-15 17:11:38.084684,702.0
100116,36,Male,Ontarion,Salaried,65216.0,2020-03-09 17:11:38.084707,694.0
100117,52,Female,British Columbia,Salaried,102442.0,2021-03-17 17:11:38.084886,712.0
100118,29,Female,Ontarion,Self-Employed,69222.0,2021-05-20 17:11:38.084938,634.0
100119,27,Female,British Columbia,Salaried,60550.0,2016-10-08 17:11:38.084962,652.0
100120,50,Male,British Columbia,Salaried,77018.0,2018-06-14 17:11:38.084984,696.0
100121,55,Female,Quebec,Salaried,55276.0,2017-04-05 17:11:38.085006,673.0
100122,28,Male,British Columbia,Self-Employed,74443.0,2023-12-08 17:11:38.085029,695.0
100123,61,Male,Ontarion,Salaried,71756.0,2021-04-28 17:11:38.085106,580.0
100124,31,Male,Quebec,Salaried,147231.0,2016-10-23 17:11:38.085133,786.0
100125,34,Male,British Columbia,Self-Employed,63438.0,2019-04-09 17:11:38.085155,668.0
100126,43,Male,Ontarion,Salaried,72766.0,2021-04-28 17:11:38.085176,687.0
100127,42,Male,Ontarion,Salaried,80454.0,2020-10-20 17:11:38.085198,681.0
100128,22,Male,British Columbia,Salaried,81829.0,2022-09-15 17:11:38.085218,674.0
100129,62,Male,British Columbia,Self-Employed,101079.0,2020-12-10 17:11:38.085240,693.0
100130,63,Female,Quebec,Unemployed,123031.0,2016-05-25 17:11:38.085270,711.0
100131,23,Male,British Columbia,Self-Employed,54974.0,2020-02-18 17:11:38.085292,613.0
100132,50,Female,Quebec,Unemployed,85966.0,2018-01-13 17:11:38.085313,720.0
100133,32,Male,Alberta,Salaried,70890.0,2020-03-21 17:11:38.085333,678.0
100134,58,Female,British Columbia,Self-Employed,83259.0,2017-05-17 17:11:38.085353,700.0
100135,28,Female,Ontarion,Salaried,102759.0,2020-02-23 17:11:38.085374,687.0
100136,56,Male,Quebec,Self-Employed,115692.0,2019-07-02 17:11:38.085394,740.0
100137,51,Female,British Columbia,Salaried,96866.0,2018-11-22 17:11:38.085414,751.0
100138,37,Male,Alberta,Self-Employed,82883.0,2022-06-04 17:11:38.085434,678.0
100139,36,Female,Ontarion,Salaried,100658.0,2019-01-20 17:11:38.085455,725.0
100140,61,Male,Quebec,Salaried,53965.0,2019-02-21 17:11:38.085475,616.0
100141,41,Female,Ontarion,Salaried,56855.0,2024-01-06 17:11:38.085496,624.0
100142,49,Female,Ontarion,Salaried,79211.0,2018-01-13 17:11:38.085516,677.0
100143,58,Male,British Columbia,Salaried,104094.0,2021-10-04 17:11:38.085536,685.0
100144,24,Female,Ontarion,Unemployed,67610.0,2022-07-01 17:11:38.085556,629.0
100145,50,Male,British Columbia,Salaried,70240.0,2018-12-03 17:11:38.085597,650.0
100146,58,Male,Alberta,Self-Employed,25440.0,2016-08-24 17:11:38.085620,594.0
100147,30,Female,Alberta,Unemployed,134708.0,2023-04-17 17:11:38.085641,734.0
100148,48,Female,Ontarion,Salaried,69252.0,2020-03-26 17:11:38.085662,659.0
100149,53,Female,British Columbia,Salaried,25000.0,2022-05-11 17:11:38.085682,554.0
100150,60,Male,Alberta,Salaried,79178.0,2024-04-07 17:11:38.085706,674.0
100151,52,Male,Ontarion,Salaried,86822.0,2018-04-25 17:11:38.085727,623.0
100152,47,Male,Quebec,Salaried,69250.0,2020-09-01 17:11:38.085748,686.0
100153,61,Male,Alberta,Salaried,52245.0,2018-04-13 17:11:38.085768,582.0
100154,24,Female,Ontarion,Salaried,97446.0,2017-04-12 17:11:38.085789,743.0
100155,32,Male,Alberta,Salaried,94579.0,2022-01-13 17:11:38.085810,705.0
100156,50,Male,Quebec,Salaried,88151.0,2018-06-22 17:11:38.085830,700.0
100157,48,Female,Ontarion,Salaried,55894.0,2021-08-01 17:11:38.085850,621.0
100158,31,Female,Quebec,Self-Employed,59781.0,2023-08-19 17:11:38.085871,656.0
100159,56,Female,Ontarion,Salaried,66239.0,2022-08-28 17:11:38.085892,655.0
100160,44,Male,Ontarion,Salaried,64638.0,2017-05-22 17:11:38.085912,612.0
100161,27,Female,Quebec,Salaried,90634.0,2023-04-17 17:11:38.085932,709.0
100162,32,Female,Quebec,Self-Employed,65129.0,2024-04-30 17:11:38.085953,623.0
100163,64,Male,Quebec,Salaried,51251.0,2016-05-30 17:11:38.085973,697.0
100164,48,Male,Ontarion,Salaried,85580.0,2023-08-12 17:11:38.085993,655.0
100165,52,Male,British Columbia,Salaried,134415.0,2024-01-26 17:11:38.086014,703.0
100166,51,Male,Quebec,Self-Employed,55329.0,2023-07-08 17:11:38.086034,684.0
100167,24,Female,British Columbia,Self-Employed,57261.0,2023-06-29 17:11:38.086054,659.0
100168,34,Male,British Columbia,Salaried,71941.0,2022-04-24 17:11:38.086075,672.0
100169,61,Female,Ontarion,Self-Employed,93908.0,2017-01-07 17:11:38.086095,674.0
100170,42,Female,Ontarion,Salaried,89143.0,2023-10-03 17:11:38.086116,686.0
100171,64,Male,Alberta,Salaried,72045.0,2021-12-01 17:11:38.086136,653.0
100172,32,Male,British Columbia,Salaried,64098.0,2016-12-24 17:11:38.086156,673.0
100173,24,Male,Ontarion,Salaried,127482.0,2017-05-18 17:11:38.086176,723.0
100174,59,Male,British Columbia,Self-Employed,103599.0,2017-04-25 17:11:38.086198,690.0
100175,52,Female,Ontarion,Self-Employed,118381.0,2018-01-26 17:11:38.086219,749.0
100176,45,Male,Ontarion,Salaried,92572.0,2016-06-25 17:11:38.086239,729.0
100177,63,Male,Quebec,Salaried,72664.0,2018-01-12 17:11:38.086259,647.0
100178,33,Female,Ontarion,Salaried,84969.0,2021-01-17 17:11:38.086280,697.0
100179,64,Female,Alberta,Salaried,120166.0,2022-06-29 17:11:38.086301,761.0
100180,48,Female,Alberta,Self-Employed,87847.0,2019-04-10 17:11:38.086322,654.0
100181,42,Male,British Columbia,Self-Employed,32042.0,2024-11-06 17:11:38.086342,590.0
100182,46,Female,Ontarion,Salaried,110059.0,2023-06-08 17:11:38.086362,664.0
100183,51,Female,Ontarion,Salaried,112422.0,2016-04-16 17:11:38.086382,780.0
100184,51,Female,Ontarion,Self-Employed,105932.0,2020-02-06 17:11:38.086402,716.0
100185,31,Male,Quebec,Salaried,41433.0,2024-01-22 17:11:38.086422,639.0
100186,24,Female,Ontarion,Unemployed,84672.0,2018-04-26 17:11:38.086443,665.0
100187,34,Male,Quebec,Salaried,100635.0,2019-08-20 17:11:38.086463,686.0
100188,48,Female,Quebec,Salaried,75399.0,2023-03-03 17:11:38.086483,660.0
100189,39,Female,Alberta,Salaried,84525.0,2020-12-03 17:11:38.086504,672.0
100190,45,Female,Alberta,Salaried,88999.0,2023-03-01 17:11:38.086524,754.0
100191,35,Female,Quebec,Salaried,54340.0,2019-05-14 17:11:38.086544,643.0
100192,60,Female,British Columbia,Salaried,86750.0,2017-11-26 17:11:38.086565,700.0
100193,65,Female,Ontarion,Self-Employed,50359.0,2024-08-20 17:11:38.086585,626.0
100194,25,Male,Ontarion,Salaried,72433.0,2022-10-10 17:11:38.086606,661.0
100195,37,Male,Alberta,Salaried,60587.0,2016-11-09 17:11:38.086626,661.0
100196,31,Male,British Columbia,Self-Employed,96885.0,2020-09-06 17:11:38.086646,694.0
100197,58,Female,Ontarion,Self-Employed,91721.0,2017-09-18 17:11:38.086667,730.0
100198,48,Male,Quebec,Salaried,89184.0,2024-10-16 17:11:38.086687,659.0
100199,22,Female,Alberta,Self-Employed,82048.0,2024-03-08 17:11:38.086707,710.0
100200,26,Male,Ontarion,Unemployed,85898.0,2021-06-17 17:11:38.086728,714.0
100201,34,Female,Ontarion,Salaried,125221.0,2016-04-17 17:11:38.086748,800.0
100202,24,Male,Alberta,Salaried,108108.0,2016-08-10 17:11:38.086771,660.0
100203,38,Female,Quebec,Salaried,50960.0,2018-04-15 17:11:38.086792,659.0
100204,40,Female,Quebec,Salaried,61647.0,2019-08-30 17:11:38.086812,623.0
100205,58,Male,Ontarion,Salaried,69784.0,2017-06-08 17:11:38.086833,682.0
100206,26,Female,Alberta,Salaried,68941.0,2019-12-20 17:11:38.086853,680.0
100207,63,Male,Alberta,Self-Employed,54326.0,2018-05-29 17:11:38.086873,606.0
100208,65,Male,Quebec,Salaried,89667.0,2016-08-17 17:11:38.086894,706.0
100209,45,Male,Ontarion,Salaried,73473.0,2018-09-30 17:11:38.086914,650.0
100210,64,Male,Quebec,Self-Employed,80438.0,2019-03-01 17:11:38.086936,650.0
100211,54,Female,Ontarion,Salaried,32267.0,2021-06-19 17:11:38.086956,542.0
100212,42,Male,Ontarion,Salaried,35679.0,2020-11-14 17:11:38.086977,646.0
100213,24,Female,Quebec,Salaried,61470.0,2024-05-05 17:11:38.086997,639.0
100214,25,Female,Ontarion,Salaried,90199.0,2020-01-28 17:11:38.087018,654.0
100215,53,Female,Alberta,Unemployed,86951.0,2016-05-01 17:11:38.087038,690.0
100216,45,Male,Ontarion,Salaried,100188.0,2017-11-04 17:11:38.087059,703.0
100217,56,Female,Quebec,Self-Employed,57481.0,2022-01-04 17:11:38.087079,609.0
100218,39,Female,Ontarion,Salaried,92142.0,2017-09-12 17:11:38.087100,661.0
100219,24,Male,British Columbia,Self-Employed,113256.0,2016-10-18 17:11:38.087121,753.0
100220,60,Female,Ontarion,Salaried,98165.0,2024-06-08 17:11:38.087142,704.0
100221,47,Female,Quebec,Salaried,42691.0,2023-07-21 17:11:38.087163,595.0
100222,45,Female,British Columbia,Unemployed,102696.0,2022-06-09 17:11:38.087184,693.0
100223,22,Female,Alberta,Salaried,83157.0,2016-05-17 17:11:38.087204,664.0
100224,55,Female,British Columbia,Salaried,86354.0,2021-07-19 17:11:38.087225,629.0
100225,33,Male,Ontarion,Salaried,137389.0,2024-12-24 17:11:38.087245,784.0
100226,38,Male,Ontarion,Salaried,81165.0,2019-07-14 17:11:38.087266,661.0
100227,42,Male,British Columbia,Self-Employed,90780.0,2023-08-07 17:11:38.087286,682.0
100228,42,Male,Ontarion,Self-Employed,77345.0,2022-11-03 17:11:38.087307,683.0
100229,24,Male,Quebec,Salaried,68918.0,2016-04-14 17:11:38.087327,691.0
100230,65,Female,Alberta,Self-Employed,84115.0,2024-01-24 17:11:38.087348,682.0
100231,49,Male,British Columbia,Salaried,64072.0,2019-05-09 17:11:38.087368,613.0
100232,46,Female,Alberta,Salaried,78638.0,2020-04-16 17:11:38.087388,660.0
100233,65,Female,Alberta,Salaried,67458.0,2019-01-13 17:11:38.087408,649.0
100234,27,Male,British Columbia,Salaried,25000.0,2023-10-17 17:11:38.087431,533.0
100235,63,Male,British Columbia,Salaried,62707.0,2019-11-21 17:11:38.087452,658.0
100236,51,Female,Ontarion,Salaried,98889.0,2019-07-30 17:11:38.087472,718.0
100237,53,Female,Alberta,Unemployed,87994.0,2024-07-16 17:11:38.087493,685.0
100238,43,Male,Ontarion,Salaried,69143.0,2017-06-23 17:11:38.087513,629.0
100239,59,Male,Quebec,Salaried,77464.0,2017-12-28 17:11:38.087534,673.0
100240,35,Female,Ontarion,Salaried,54863.0,2024-07-30 17:11:38.087555,663.0
100241,55,Female,Ontarion,Salaried,57555.0,2020-01-17 17:11:38.087576,630.0
100242,64,Male,Quebec,Salaried,75167.0,2021-02-06 17:11:38.087622,687.0
100243,47,Male,Ontarion,Salaried,69606.0,2018-01-02 17:11:38.087645,667.0
100244,61,Male,Quebec,Salaried,56161.0,2020-06-04 17:11:38.087667,577.0
100245,34,Female,Quebec,Salaried,73333.0,2025-01-01 17:11:38.087689,645.0
100246,51,Female,Quebec,Self-Employed,47183.0,2017-03-15 17:11:38.087711,636.0
100247,40,Female,Ontarion,Unemployed,114355.0,2020-08-08 17:11:38.087731,726.0
100248,63,Female,Quebec,Salaried,97390.0,2017-05-13 17:11:38.087753,724.0
100249,62,Male,British Columbia,Salaried,25000.0,2019-02-14 17:11:38.087775,595.0
100250,60,Male,Ontarion,Salaried,95965.0,2018-05-21 17:11:38.087798,713.0
100251,24,Female,Quebec,Self-Employed,65679.0,2020-06-07 17:11:38.087820,638.0
100252,52,Female,Quebec,Salaried,61333.0,2024-03-29 17:11:38.087841,652.0
100253,33,Male,Alberta,Salaried,93825.0,2017-05-16 17:11:38.087863,660.0
100254,36,Female,British Columbia,Salaried,71423.0,2018-08-19 17:11:38.087884,683.0
100255,59,Male,Ontarion,Self-Employed,65322.0,2020-11-26 17:11:38.087906,656.0
100256,61,Male,Alberta,Salaried,41784.0,2024-05-15 17:11:38.087926,576.0
100257,35,Female,Alberta,Salaried,97889.0,2020-04-15 17:11:38.087948,690.0
100258,56,Female,British Columbia,Salaried,100913.0,2016-02-12 17:11:38.087969,776.0
100259,37,Male,Quebec,Salaried,79033.0,2024-02-02 17:11:38.087991,663.0
100260,45,Male,British Columbia,Self-Employed,45853.0,2021-08-08 17:11:38.088013,610.0
100261,38,Female,Quebec,Self-Employed,82565.0,2023-10-07 17:11:38.088037,651.0
100262,39,Female,British Columbia,Self-Employed,91027.0,2017-06-03 17:11:38.088057,654.0
100263,63,Female,Alberta,Salaried,74336.0,2019-10-05 17:11:38.088080,632.0
100264,38,Male,Alberta,Salaried,97039.0,2021-03-24 17:11:38.088102,756.0
100265,37,Female,Quebec,Salaried,79239.0,2023-11-22 17:11:38.088128,680.0
100266,42,Male,Alberta,Salaried,82602.0,2020-07-21 17:11:38.088149,631.0
100267,45,Male,Ontarion,Self-Employed,112012.0,2019-07-27 17:11:38.088172,719.0
100268,55,Female,Ontarion,Salaried,62704.0,2023-06-27 17:11:38.088192,675.0
100269,57,Male,Quebec,Salaried,35798.0,2023-10-01 17:11:38.088213,616.0
100270,64,Female,British Columbia,Unemployed,70774.0,2024-06-28 17:11:38.088237,615.0
100271,48,Female,Ontarion,Unemployed,60906.0,2019-06-27 17:11:38.088263,661.0
100272,60,Female,Quebec,Salaried,39453.0,2019-12-01 17:11:38.088285,610.0
100273,38,Female,Ontarion,Salaried,90547.0,2021-10-24 17:11:38.088306,692.0
100274,46,Female,Quebec,Salaried,75021.0,2021-04-08 17:11:38.088327,718.0
100275,59,Male,Alberta,Self-Employed,29471.0,2020-08-19 17:11:38.088348,594.0
100276,63,Female,British Columbia,Salaried,113654.0,2024-08-01 17:11:38.088369,699.0
100277,42,Male,Ontarion,Unemployed,56802.0,2022-07-26 17:11:38.088391,583.0
100278,25,Female,Alberta,Salaried,59603.0,2022-08-27 17:11:38.088413,619.0
100279,46,Female,British Columbia,Salaried,98539.0,2016-04-02 17:11:38.088434,675.0
100280,51,Female,British Columbia,Salaried,85705.0,2022-02-22 17:11:38.088455,621.0
100281,54,Female,British Columbia,Salaried,102297.0,2022-06-19 17:11:38.088476,724.0
100282,60,Male,Alberta,Self-Employed,25000.0,2016-04-05 17:11:38.088498,603.0
100283,47,Female,British Columbia,Salaried,67849.0,2016-02-15 17:11:38.088518,651.0
100284,46,Female,Quebec,Salaried,78347.0,2021-12-07 17:11:38.088540,638.0
100285,37,Female,Ontarion,Salaried,107539.0,2019-04-08 17:11:38.088561,719.0
100286,45,Male,British Columbia,Self-Employed,53883.0,2021-07-03 17:11:38.088582,650.0
100287,26,Female,Quebec,Salaried,66484.0,2023-03-16 17:11:38.088604,703.0
100288,63,Male,British Columbia,Self-Employed,78520.0,2021-10-01 17:11:38.088626,678.0
100289,60,Female,Ontarion,Salaried,94035.0,2021-12-03 17:11:38.088647,705.0
100290,34,Female,Quebec,Salaried,47268.0,2019-04-24 17:11:38.088669,626.0
100291,51,Female,Quebec,Salaried,95291.0,2018-03-27 17:11:38.088689,687.0
100292,28,Female,Alberta,Salaried,60248.0,2024-02-01 17:11:38.088710,664.0
100293,38,Female,British Columbia,Salaried,84384.0,2023-01-16 17:11:38.088731,675.0
100294,48,Female,Ontarion,Unemployed,70175.0,2021-10-16 17:11:38.088752,651.0
100295,56,Female,Ontarion,Salaried,81874.0,2023-08-18 17:11:38.088773,662.0
100296,26,Male,Ontarion,Salaried,80302.0,2019-03-10 17:11:38.088794,662.0
100297,63,Female,Ontarion,Salaried,106925.0,2016-07-08 17:11:38.088814,720.0
100298,26,Female,Ontarion,Salaried,69109.0,2024-05-25 17:11:38.088836,672.0
100299,45,Male,British Columbia,Self-Employed,67441.0,2021-08-21 17:11:38.088858,630.0
100300,28,Female,Alberta,Self-Employed,101710.0,2024-07-09 17:11:38.088879,709.0
100301,28,Female,Quebec,Salaried,110007.0,2023-11-13 17:11:38.088901,688.0
100302,35,Male,Quebec,Salaried,65093.0,2021-05-17 17:11:38.088923,667.0
100303,36,Female,British Columbia,Salaried,92309.0,2023-03-21 17:11:38.088946,733.0
100304,26,Female,Alberta,Salaried,53653.0,2022-12-25 17:11:38.088967,647.0
100305,58,Male,Alberta,Salaried,92454.0,2024-02-26 17:11:38.088988,679.0
100306,25,Male,Ontarion,Self-Employed,98003.0,2021-04-18 17:11:38.089010,728.0
100307,51,Female,Ontarion,Salaried,68120.0,2016-06-05 17:11:38.089033,615.0
100308,41,Male,Ontarion,Salaried,102771.0,2024-03-03 17:11:38.089055,713.0
100309,47,Male,British Columbia,Salaried,68432.0,2019-04-19 17:11:38.089079,737.0
100310,30,Male,British Columbia,Salaried,75601.0,2021-07-18 17:11:38.089106,637.0
100311,51,Female,Ontarion,Salaried,84778.0,2018-06-02 17:11:38.089134,667.0
100312,65,Female,Alberta,Salaried,50998.0,2021-07-16 17:11:38.089156,620.0
100313,43,Male,Quebec,Self-Employed,41028.0,2016-09-20 17:11:38.089177,578.0
100314,61,Male,Alberta,Salaried,81995.0,2016-03-16 17:11:38.089198,650.0
100315,62,Male,Ontarion,Salaried,56452.0,2016-12-10 17:11:38.089220,636.0
100316,65,Male,Ontarion,Self-Employed,44482.0,2022-02-16 17:11:38.089242,665.0
