customer_id,region,total_revenue,avg_days_late,total_defaults,total_payment_records,default_rate,risk_adjusted_revenue,risk_segment,estimated_clv,customer_type,early_warning,servicing_cost,net_profit
100144,Ontarion,8300.447536,9.208333333333334,3.0,24.0,0.125,7262.891594,High Risk,24901.342608,High value - Risky,0,500,6762.891594
100145,British Columbia,1666.7744,0.8333333333333334,0.0,24.0,0.0,1666.7744,Low Risk,5000.3232,High value - safe,0,500,1166.7744
100146,Alberta,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100147,Alberta,6632.850101,0.4166666666666667,0.0,12.0,0.0,6632.850101,Low Risk,19898.550303,High value - safe,0,500,6132.850101
100148,Ontarion,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100149,British Columbia,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100150,Alberta,7477.495355999999,14.333333333333334,2.0,12.0,0.16666666666666666,6231.2461299999995,High Risk,22432.486068,High value - Risky,0,500,5731.2461299999995
100151,Ontarion,1664.6748,17.208333333333332,4.0,24.0,0.16666666666666666,1387.229,High Risk,4994.0244,High value - Risky,0,500,887.229
100152,Quebec,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100153,Alberta,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100154,Ontarion,7691.518216000001,1.0416666666666667,0.0,24.0,0.0,7691.518216000001,Low Risk,23074.554648000005,High value - safe,0,500,7191.518216000001
100155,Alberta,495.821,9.833333333333334,1.0,12.0,0.08333333333333333,454.50258333333335,High Risk,1487.4630000000002,Low Value,0,500,-45.49741666666665
100156,Quebec,6574.526733,13.833333333333334,2.0,12.0,0.16666666666666666,5478.7722775,High Risk,19723.580199,High value - Risky,0,500,4978.7722775
100157,Ontarion,1338.885471,9.666666666666666,1.0,12.0,0.08333333333333333,1227.31168175,High Risk,4016.656413,High value - Risky,0,500,727.3116817499999
100158,Quebec,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100159,Ontarion,880.7162000000001,0.8333333333333334,0.0,12.0,0.0,880.7162000000001,Low Risk,2642.1486000000004,High value - safe,0,500,380.7162000000001
100160,Ontarion,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100161,Quebec,2682.7072799999996,0.8333333333333334,0.0,12.0,0.0,2682.7072799999996,Low Risk,8048.121839999999,High value - safe,0,500,2182.7072799999996
100162,Quebec,2262.627376,9.083333333333334,1.0,12.0,0.08333333333333333,2074.0750946666667,High Risk,6787.882127999999,High value - Risky,0,500,1574.0750946666667
100163,Quebec,3482.961365,4.75,1.0,24.0,0.041666666666666664,3337.837974791667,High Risk,10448.884095000001,High value - Risky,0,500,2837.837974791667
100164,Ontarion,1490.3624,0.8333333333333334,0.0,24.0,0.0,1490.3624,Low Risk,4471.0872,High value - safe,0,500,990.3624
100165,British Columbia,812.8174,2.5,0.0,12.0,0.0,812.8174,Low Risk,2438.4522,High value - safe,0,500,312.8174
100166,Quebec,453.9532,8.0,1.0,12.0,0.08333333333333333,416.12376666666665,High Risk,1361.8596,Low Value,0,500,-83.87623333333335
100167,British Columbia,525.4434,0.8333333333333334,0.0,12.0,0.0,525.4434,Low Risk,1576.3301999999999,Low Value,0,500,25.443399999999997
100168,British Columbia,1048.9052,1.4583333333333333,0.0,24.0,0.0,1048.9052,Low Risk,3146.7155999999995,High value - safe,0,500,548.9051999999999
100169,Ontarion,1868.8459899999998,0.8333333333333334,0.0,24.0,0.0,1868.8459899999998,Low Risk,5606.537969999999,High value - safe,0,500,1368.8459899999998
100170,Ontarion,1988.753,4.472222222222222,2.0,36.0,0.05555555555555555,1878.2667222222221,High Risk,5966.259,High value - Risky,0,500,1378.2667222222221
100171,Alberta,785.8148,0.8333333333333334,0.0,12.0,0.0,785.8148,Low Risk,2357.4444,High value - safe,0,500,285.8148
100172,British Columbia,490.2418,0.8333333333333334,0.0,12.0,0.0,490.2418,Low Risk,1470.7254,Low Value,0,500,-9.758199999999988
100173,Ontarion,685.9576000000001,7.833333333333333,1.0,12.0,0.08333333333333333,628.7944666666667,High Risk,2057.8728,Low Value,0,500,128.79446666666672
100174,British Columbia,6231.005771999999,6.75,1.0,12.0,0.08333333333333333,5711.755290999999,High Risk,18693.017315999998,High value - Risky,0,500,5211.755290999999
100175,Ontarion,1315.4144000000001,4.75,1.0,24.0,0.041666666666666664,1260.6054666666669,High Risk,3946.2432000000003,High value - Risky,0,500,760.6054666666669
100176,Ontarion,885.0626,0.8333333333333334,0.0,12.0,0.0,885.0626,Low Risk,2655.1877999999997,High value - safe,0,500,385.0626
100177,Quebec,833.2474,25.75,4.0,12.0,0.3333333333333333,555.4982666666667,High Risk,2499.7421999999997,High value - Risky,0,500,55.49826666666672
100178,Ontarion,2034.7652790000002,1.4583333333333333,0.0,24.0,0.0,2034.7652790000002,Low Risk,6104.295837000001,High value - safe,0,500,1534.7652790000002
100179,Alberta,683.1510000000001,0.0,0.0,12.0,0.0,683.1510000000001,Low Risk,2049.4530000000004,Low Value,0,500,183.15100000000007
100180,Alberta,493.92580000000004,0.8333333333333334,0.0,12.0,0.0,493.92580000000004,Low Risk,1481.7774000000002,Low Value,0,500,-6.074199999999962
100181,British Columbia,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100182,Ontarion,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100183,Ontarion,763.0712,1.25,0.0,12.0,0.0,763.0712,Low Risk,2289.2136,Low Value,0,500,263.0712
100184,Ontarion,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100185,Quebec,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100186,Ontarion,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100187,Quebec,942.0364,6.0,2.0,24.0,0.08333333333333333,863.5333666666666,High Risk,2826.1092,High value - Risky,0,500,363.53336666666655
100188,Quebec,674.8498000000001,4.166666666666667,1.0,12.0,0.08333333333333333,618.6123166666667,High Risk,2024.5494000000003,Low Value,0,500,118.61231666666674
100189,Alberta,904.2421499999999,6.916666666666667,1.0,12.0,0.08333333333333333,828.8886374999998,High Risk,2712.7264499999997,High value - Risky,0,500,328.88863749999985
100190,Alberta,651.1632000000001,0.4166666666666667,0.0,12.0,0.0,651.1632000000001,Low Risk,1953.4896000000003,Low Value,0,500,151.16320000000007
100191,Quebec,1110.9906,9.041666666666666,3.0,24.0,0.125,972.1167750000001,High Risk,3332.9718000000003,High value - Risky,0,500,472.1167750000001
100192,British Columbia,419.9516,1.25,0.0,12.0,0.0,419.9516,Low Risk,1259.8548,Low Value,0,500,-80.04840000000002
100193,Ontarion,490.627,17.583333333333332,3.0,12.0,0.25,367.97025,High Risk,1471.881,Low Value,0,500,-132.02974999999998
100194,Ontarion,2777.04266,0.4166666666666667,0.0,12.0,0.0,2777.04266,Low Risk,8331.127980000001,High value - safe,0,500,2277.04266
100195,Alberta,2262.10566,3.25,1.0,24.0,0.041666666666666664,2167.8512575000004,High Risk,6786.3169800000005,High value - Risky,0,500,1667.8512575000004
100196,British Columbia,0.0,0.0,0.0,0.0,0.0,0.0,Low Risk,0.0,Low Value,0,500,-500.0
100197,Ontarion,1433.0286,2.5833333333333335,1.0,24.0,0.041666666666666664,1373.319075,High Risk,4299.085800000001,High value - Risky,0,500,873.3190750000001
100198,Quebec,1584.955,1.7083333333333333,1.0,24.0,0.041666666666666664,1518.9152083333333,High Risk,4754.865,High value - Risky,0,500,1018.9152083333333
100199,Alberta,685.9148,2.0833333333333335,0.0,12.0,0.0,685.9148,Low Risk,2057.7444,Low Value,0,500,185.9148
